"","index","month","day","hour","Orders","temperature_2m...C.","precipitation..mm.","rain..mm.","cloudcover....","cloudcover_low....","cloudcover_mid....","cloudcover_high....","windspeed_10m..km.h.","winddirection_10m....","Friday","Saturday","Sunday","Monday","Tuesday","Wednesday","Thursday","hr_0","hr_1","hr_2","hr_3","hr_4","hr_5","hr_6","hr_7","hr_8","hr_9","hr_10","hr_11","hr_12","hr_13","hr_14","hr_15","hr_16","hr_17","hr_18","hr_19","hr_20","hr_21","hr_22","hr_23"
"519",519,1,22,14,254,-5,0,0,30,0,0,100,13.7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"520",520,1,22,15,251,-3.5,0,0,30,0,0,100,9.7,345,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"521",521,1,22,16,221,-2.9,0,0,31,0,1,100,8.7,353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"522",522,1,22,17,262,-2.2,0,0,48,0,30,100,10.5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"523",523,1,22,18,333,-1.8,0,0,86,0,94,100,8.4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"524",524,1,22,19,326,-1.9,0,0,89,0,99,100,5.4,360,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"525",525,1,22,20,296,-1.8,0,0,90,0,100,100,7,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"526",526,1,22,21,272,-1.8,0,0,90,0,100,100,7.4,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"527",527,1,22,22,268,-2.1,0,0,90,0,100,100,7.1,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"528",528,1,22,23,265,-2.2,0,0,90,0,100,100,4.7,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"529",529,1,23,0,230,-2.2,0,0,90,0,100,100,6.6,29,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"530",530,1,23,1,164,-2.4,0,0,90,0,100,99,6.6,29,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"531",531,1,23,2,110,-2.5,0.1,0,90,0,100,100,9.4,32,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"532",532,1,23,3,67,-2.6,0.2,0,90,0,100,100,9.9,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533",533,1,23,4,38,-2.6,0.3,0,90,0,100,100,13.4,36,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534",534,1,23,5,23,-2.9,0.4,0,88,0,97,100,15.6,40,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535",535,1,23,6,21,-2.9,0.6,0,90,0,100,100,18.8,43,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"536",536,1,23,7,21,-3.2,0.8,0,93,3,100,100,21,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"537",537,1,23,8,24,-3.4,0.8,0,100,22,100,100,23.9,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"538",538,1,23,9,30,-3.2,1.1,0,100,21,100,100,25.1,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539",539,1,23,10,37,-3.7,1.5,0,100,13,100,100,27.8,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"540",540,1,23,11,30,-3.6,2.3,0,85,2,96,84,30.9,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"541",541,1,23,12,33,-3.2,2.9,0,100,20,97,80,32.3,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"542",542,1,23,13,42,-2.9,2.8,0,100,64,100,100,35.9,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"543",543,1,23,14,18,-2.9,2.8,0,100,70,99,98,36.8,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"544",544,1,23,15,3,-2.5,4.1,0,100,75,97,66,37.7,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"545",545,1,23,16,3,-2.3,3,0,100,90,99,37,37.3,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"546",546,1,23,17,1,-2.2,2.8,0,100,71,100,71,36.5,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"547",547,1,24,4,1,-2.6,0.4,0,82,9,75,95,26.3,359,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"548",548,1,24,5,2,-2.6,0.3,0,82,12,92,52,24.9,356,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"549",549,1,24,6,2,-2.6,0.2,0,71,8,91,32,25,354,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550",550,1,24,7,3,-2.6,0,0,47,5,67,9,24.3,354,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"551",551,1,24,8,12,-3.3,0,0,4,0,6,0,23.6,352,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"552",552,1,24,9,30,-4.7,0,0,0,0,0,0,22.4,349,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"553",553,1,24,10,53,-6.4,0,0,0,0,0,0,20.8,346,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"554",554,1,24,11,90,-6.3,0,0,0,0,0,0,19.7,345,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"555",555,1,24,12,127,-6.3,0,0,0,0,0,0,18.4,343,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"556",556,1,24,13,106,-6.3,0,0,0,0,0,0,18.1,337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"557",557,1,24,14,120,-5.7,0,0,0,0,0,0,16.5,337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"558",558,1,24,15,162,-4.1,0,0,0,0,0,0,15,333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"559",559,1,24,16,144,-3.3,0,0,0,0,0,0,14.8,326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"560",560,1,24,17,155,-1.9,0,0,4,0,0,13,13.8,319,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"561",561,1,24,18,178,-1.3,0,0,6,0,0,20,12.7,315,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"562",562,1,24,19,159,-0.5,0,0,3,0,0,9,12.3,308,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"563",563,1,24,20,138,-0.4,0,0,11,0,10,18,10.3,299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"564",564,1,24,21,133,-1.2,0,0,49,0,53,57,8.9,297,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"565",565,1,24,22,106,-1.4,0.2,0,60,0,71,59,8.4,290,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"566",566,1,24,23,69,-1.3,0,0,21,0,22,26,9.2,291,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"567",567,1,25,0,66,-2.5,0,0,25,0,35,12,8.6,292,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568",568,1,25,1,46,-2.5,0,0,2,0,4,0,9.5,299,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"569",569,1,25,2,20,-2.8,0,0,15,0,25,0,8.9,302,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"570",570,1,25,3,15,-3.1,0,0,23,0,38,0,9.7,301,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571",571,1,25,4,21,-3.1,0,0,46,0,77,0,8.3,304,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572",572,1,25,5,43,-3.4,0,0,40,0,66,0,7.8,304,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"573",573,1,25,6,80,-3.7,0,0,16,0,27,0,7.2,307,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"574",574,1,25,7,126,-4.5,0,0,11,0,19,0,7.8,304,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"575",575,1,25,8,151,-4.8,0,0,1,0,1,0,7,305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576",576,1,25,9,173,-6,0,0,2,0,0,6,6.9,309,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577",577,1,25,10,126,-6.8,0,0,20,0,0,65,8.4,313,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"578",578,1,25,11,115,-7.2,0,0,12,0,0,40,7.7,319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"579",579,1,25,12,153,-7.4,0,0,2,0,1,6,7.1,319,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"580",580,1,25,13,142,-7.8,0,0,1,0,1,2,5.5,337,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"581",581,1,25,14,171,-5.1,0,0,10,0,1,32,5.3,332,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"582",582,1,25,15,161,-1.7,0,0,27,2,2,80,2.4,297,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"583",583,1,25,16,156,-0.1,0,0,32,1,10,84,1.5,256,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"584",584,1,25,17,211,1.4,0,0,43,0,22,98,2.1,211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"585",585,1,25,18,229,0.2,0,0,69,0,67,97,2.5,188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"586",586,1,25,19,226,0.5,0,0,47,0,30,97,4,185,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"587",587,1,25,20,242,0.5,0,0,31,0,2,99,4.8,167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"588",588,1,25,21,204,0.7,0,0,30,0,0,100,7.6,149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"589",589,1,25,22,152,-1,0,0,29,0,0,97,8.3,146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"590",590,1,25,23,121,-2,0,0,12,0,0,40,7.8,167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"591",591,1,26,0,63,-2.5,0,0,0,0,0,0,8.3,178,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"592",592,1,26,1,39,-3.4,0,0,0,0,0,0,8.3,185,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"593",593,1,26,2,24,-4.3,0,0,26,0,0,85,8.7,187,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"594",594,1,26,3,7,-4.4,0,0,29,0,0,97,10.9,186,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595",595,1,26,4,19,-3.4,0,0,37,0,11,100,9.8,188,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"596",596,1,26,5,34,-1.9,0,0,29,0,1,94,8.7,187,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"597",597,1,26,6,119,-1.4,0,0,32,0,11,83,9.4,203,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"598",598,1,26,7,183,-1.6,0,0,9,0,9,13,10.2,212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"599",599,1,26,8,197,-2.6,0,0,6,0,0,21,10.5,202,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"600",600,1,26,9,194,-2.8,0,0,28,0,0,92,11.1,205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"601",601,1,26,10,161,-3,0,0,29,0,0,98,9.8,216,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"602",602,1,26,11,163,-3,0,0,27,0,0,89,9.8,208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"603",603,1,26,12,156,-2,0,0,30,0,2,96,9.3,208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"604",604,1,26,13,173,-1.4,0,0,57,4,41,97,11.8,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"605",605,1,26,14,193,0.3,0,0,73,7,63,96,13,226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"606",606,1,26,15,185,3.2,0,0,100,24,89,96,11.9,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"607",607,1,26,16,163,4.6,0,0,58,1,51,89,12.2,204,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"608",608,1,26,17,200,5.6,0,0,65,23,26,95,13.2,215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"609",609,1,26,18,242,6.2,0,0,52,15,18,91,11.8,207,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"610",610,1,26,19,275,6.8,0,0,33,0,5,99,11.9,209,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"611",611,1,26,20,255,7.3,0,0,42,0,21,97,14.1,212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"612",612,1,26,21,261,7.2,0,0,65,1,57,100,15.7,217,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"613",613,1,26,22,264,6.6,0,0,87,1,95,98,12.3,212,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"614",614,1,26,23,150,6.4,0,0,88,0,98,98,15.1,220,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"615",615,1,27,0,88,6.1,0,0,80,0,95,78,15.3,229,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"616",616,1,27,1,38,5.9,0,0,60,0,73,53,15.1,232,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"617",617,1,27,2,30,5.9,0,0,84,0,97,86,14.7,239,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"618",618,1,27,3,20,5.8,0,0,82,0,87,100,12.5,237,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"619",619,1,27,4,14,5.7,0.1,0.1,92,16,84,92,12.9,247,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"620",620,1,27,5,44,5.4,0.1,0.1,100,80,93,25,11.5,250,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"621",621,1,27,6,119,5.1,0,0,100,97,94,100,10.4,256,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"622",622,1,27,7,227,5.2,0,0,100,97,96,100,10.1,268,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"623",623,1,27,8,245,5.7,0,0,100,95,98,100,10.1,276,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"624",624,1,27,9,251,5.5,0,0,100,36,99,100,10.8,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"625",625,1,27,10,193,4.5,0.1,0.1,100,15,97,100,8.7,300,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"626",626,1,27,11,219,4.4,0,0,88,0,96,100,10,296,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"627",627,1,27,12,200,4.3,0,0,65,0,59,100,10.5,292,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"628",628,1,27,13,218,4,0,0,35,0,8,100,12.1,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"629",629,1,27,14,191,3.9,0,0,26,0,0,88,12.1,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"630",630,1,27,15,197,4.3,0,0,16,0,0,54,10.8,285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"631",631,1,27,16,158,4.9,0,0,13,0,0,44,12.6,290,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"632",632,1,27,17,223,5.6,0,0,28,23,0,23,13.1,291,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"633",633,1,27,18,266,6,0,0,2,2,0,0,11.3,287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"634",634,1,27,19,281,5.9,0,0,44,26,35,0,9.9,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"635",635,1,27,20,256,5.7,0,0,0,0,0,0,8.6,272,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"636",636,1,27,21,272,4.4,0,0,0,0,0,0,7.3,259,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"637",637,1,27,22,211,2.2,0,0,0,0,0,0,8.4,301,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"638",638,1,27,23,180,1.7,0,0,0,0,0,0,7.6,289,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"639",639,1,28,0,110,0.9,0,0,9,0,0,30,8,297,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"640",640,1,28,1,81,0.3,0,0,19,0,0,62,8.4,313,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"641",641,1,28,2,29,0.1,0,0,11,0,0,37,8.9,320,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"642",642,1,28,3,27,-1.7,0,0,6,0,0,20,8.4,317,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"643",643,1,28,4,30,-1.2,0,0,1,0,0,3,5.8,292,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"644",644,1,28,5,41,-2.7,0,0,0,0,0,0,4.7,270,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"645",645,1,28,6,125,-3.8,0,0,0,0,0,0,5.8,263,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"646",646,1,28,7,229,-4.6,0,0,2,0,0,5,5.2,282,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"647",647,1,28,8,258,-5.5,0,0,38,39,0,11,4.1,285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"648",648,1,28,9,213,-6.4,0,0,45,48,0,5,3.1,306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"649",649,1,28,10,193,-7.8,0,0,46,49,0,7,2.5,352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"650",650,1,28,11,223,-8.6,0,0,44,49,0,0,2.3,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"651",651,1,28,12,189,-10.1,0,0,44,49,0,0,2.7,337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"652",652,1,28,13,173,-9.8,0,0,44,49,0,0,1.8,349,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"653",653,1,28,14,232,-7,0,0,5,5,0,0,3.7,299,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"654",654,1,28,15,203,-2.5,0,0,0,0,0,0,3.8,253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"655",655,1,28,16,167,0.8,0,0,0,0,0,0,3.8,253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"656",656,1,28,17,242,2.4,0,0,1,0,0,2,5.6,225,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"657",657,1,28,18,321,3.5,0,0,4,0,0,13,6.4,223,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"658",658,1,28,19,280,4.1,0,0,16,0,0,54,6.5,214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
